,Unnamed: 0,node1,node2,label,nb_common_labels,nb_common_genres,squared_popularity_diff,cn,pa,tn,minTriangles,maxTriangles,minCoefficient,maxCoefficient,sp,sl
0,2026,7034,7343,0,0.0,0.0,66,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,2027,7034,7364,0,0.0,0.0,39,0.0,940.0,48.0,5,17,0.032679738562091505,0.03908045977011494,0.0,0.0
0,2028,7034,7368,0,0.0,0.0,42,0.0,620.0,37.0,5,14,0.032679738562091505,0.08187134502923976,0.0,0.0
0,2029,7034,7369,0,0.0,0.0,61,0.0,40.0,20.0,1,5,0.032679738562091505,1.0,0.0,0.0
0,2030,7034,7370,0,0.0,0.0,35,0.0,680.0,32.0,5,13,0.032679738562091505,0.14285714285714285,0.0,0.0
0,2031,7034,195,0,0.0,0.0,32,0.0,420.0,34.0,5,42,0.032679738562091505,0.35,0.0,0.0
0,2032,7034,569,0,0.0,0.0,75,0.0,40.0,20.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,2033,7034,584,0,0.0,0.0,76,0.0,60.0,21.0,2,5,0.032679738562091505,0.6666666666666666,0.0,0.0
0,2034,7034,585,0,0.0,0.0,76,0.0,60.0,21.0,2,5,0.032679738562091505,0.6666666666666666,0.0,0.0
0,2035,7034,571,0,0.0,0.0,76,0.0,340.0,29.0,5,18,0.032679738562091505,0.32727272727272727,0.0,0.0
0,2036,7034,592,0,0.0,0.0,60,0.0,80.0,22.0,5,5,0.032679738562091505,0.8333333333333334,0.0,0.0
0,2037,7034,594,0,0.0,0.0,76,0.0,80.0,22.0,5,5,0.032679738562091505,0.8333333333333334,0.0,0.0
0,2038,7034,7584,0,0.0,0.0,15,0.0,400.0,27.0,1,5,0.027777777777777776,0.032679738562091505,0.0,0.0
0,2039,7034,3597,0,0.0,0.0,1,0.0,40.0,20.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,2040,7034,7590,0,0.0,0.0,5,0.0,580.0,42.0,5,16,0.032679738562091505,0.057971014492753624,0.0,0.0
0,2041,7034,1407,0,0.0,0.0,31,0.0,240.0,20.0,1,5,0.032679738562091505,1.0,0.0,0.0
0,2042,7034,7597,0,0.0,0.0,12,0.0,400.0,30.0,5,9,0.032679738562091505,0.13636363636363635,0.0,0.0
0,2043,7034,7615,0,0.0,0.0,1,0.0,2860.0,61.0,5,33,0.032679738562091505,0.036544850498338874,0.0,0.0
0,2044,7034,7611,0,0.0,0.0,33,0.0,60.0,21.0,3,5,0.032679738562091505,1.0,0.0,0.0
0,2045,7034,7587,0,0.0,0.0,7,0.0,280.0,29.0,5,11,0.032679738562091505,0.2,0.0,0.0
0,2046,7034,7598,0,0.0,0.0,5,0.0,260.0,28.0,5,9,0.032679738562091505,0.2,0.0,0.0
0,2047,7034,7594,0,0.0,0.0,3,0.0,1160.0,58.0,5,59,0.032679738562091505,0.07564102564102564,0.0,0.0
